dataset,qid,query,class,best_model,utility_bm25,utility_l6,utility_bge,eff_bm25,eff_l6,eff_bge,lat_bm25,lat_l6,lat_bge
wiki-1k_train,123839,yanni,1,l6,0.9076434743909244,0.918299154419656,0.873099572705437,0.9027863185048521,0.9212501155205437,0.9190521817951969,6.856094114482403e-05,0.13385876500979066,0.9716167028527707
wiki-1k_train,188629,k pop,0,bm25,0.8457453216594364,0.8131387606958453,0.778271683955048,0.8422392233676604,0.8192333515316295,0.8192333515316295,0.017186732031404972,0.05935395392589271,0.19610868603922427
wiki-1k_train,13898,venice film festival,0,bm25,0.8419987839219066,0.8345753893422764,0.8001272621992774,0.8422392233676604,0.8422392233676604,0.8422392233676604,0.03461455786600709,0.0662265659775585,0.21292151301167905
wiki-1k_train,316959,downtown brooklyn,1,l6,0.7783827398642125,0.7915061336619726,0.750752361713758,0.768303631955541,0.790265643909219,0.790265643909219,0.005450682016089559,0.03347140713594854,0.18100033304654062
wiki-1k_train,515031,pennsylvania house of representatives,1,l6,0.20718576709283573,0.7237520529132051,0.6927713880739872,0.1795575065268067,0.7292330400778813,0.7292330400778813,0.06507988111115992,0.09241366502828896,0.24294662312604487
wiki-1k_train,123783,northern premier league,2,bge,0.7846767683462109,0.8021256352527223,0.8561831782012446,0.7844143791653824,0.8100241433719672,0.9012454507381522,0.042999353958293796,0.0711305879522115,0.20442995196208358
wiki-1k_train,4332,first national pictures,0,bm25,0.7161252943939734,0.7123127441093692,0.6927713880739872,0.7292330400778813,0.7292330400778813,0.7292330400778813,0.19404547684825957,0.22180970176123083,0.36411617998965085
wiki-1k_train,9591,poland,1,l6,0.7019521913116723,0.8421966999878293,0.7969882054868409,0.6871938557600628,0.8431910889991474,0.8389349531440431,0.0031697179656475782,0.031751512084156275,0.17969500087201595
wiki-1k_train,114982,cyperaceae,0,bm25,0.6714326564026262,0.6556842023412454,0.6296851767744719,0.6541808102098972,0.6518391473210059,0.6628265018678652,2.222508192062378e-05,0.007706803968176246,0.028411159059032798
wiki-1k_train,563603,trinidad and tobago,1,l6,0.8114668239456857,0.8533009611571898,0.8237729502290652,0.801756744390906,0.8540692872123647,0.8671294212937528,0.000718605937436223,0.02867856784723699,0.17779950192198157
wiki-1k_train,104206,normandy landings,2,bge,0.043737954282521446,0.1100712769180026,0.20310523533439453,0.0,0.07724627805443846,0.21379498456252058,0.025143549079075456,0.05345349106937647,0.2007614620961249
wiki-1k_train,1580851,perry index,0,bm25,0.3165854492115886,0.04138979412585027,0.11833349778542931,0.28128318670560726,0.0,0.12456157661624138,0.0022038850001990795,0.029950375203043222,0.1739236880093813
wiki-1k_train,23678,arm architecture,1,l6,0.8244255579913263,0.8831685909402814,0.8718545351308339,0.8192333515316295,0.8893675412635144,0.9177416159271936,0.0144896418787539,0.0441929898224771,0.18836670997552574
wiki-1k_train,37480,mi5,0,bm25,0.4191097257562131,0.3540221827881027,0.12437968577486076,0.3885626266260775,0.3289142063216913,0.13092598502616923,8.183903992176056e-05,0.027906784089282155,0.16520097805187106
wiki-1k_train,109454,patriarch of antioch,1,l6,0.8075466781697945,0.8400381961975304,0.7550011289313207,0.797641663871441,0.8385535304652716,0.7947380304540218,0.0010234999936074018,0.03166927304118872,0.2403682330623269
wiki-1k_train,544250,nashik district,1,l6,0.8181865174850906,0.845992947198541,0.8081196186224222,0.8141887859723596,0.852808242633259,0.8506522301288655,0.02079211105592549,0.05568397114984691,0.19641774101182818
wiki-1k_train,12519,semiotics,0,bm25,0.7584611545071067,0.46746529337971465,0.42831155619609373,0.7457736642230267,0.44859430645832316,0.4508542696800987,8.414196781814098e-05,0.030721083050593734,0.17657220107503235
wiki-1k_train,115015,santa cruz de tenerife,1,l6,0.8827602773715039,0.9295029785461774,0.835453431876047,0.8838821299904145,0.9408768289742409,0.8794246651326811,0.02755116787739098,0.05698945606127381,0.19884654693305492
wiki-1k_train,84287,gastropoda,0,bm25,0.793602405762002,0.7810972917099913,0.7436314120063673,0.7827699073751235,0.7827699073751235,0.7827699073751235,2.5860033929347992e-05,0.01117458613589406,0.044576667016372085
wiki-1k_train,24998,zaragoza,1,l6,0.5975086526186574,0.8249846489691237,0.34453076555751044,0.5764110133592938,0.8244519699044711,0.36266396374474785,0.00028415885753929615,0.0286371938418597,0.17366984789259732
wiki-1k_train,11925,south carolina,1,l6,0.5880048787124531,0.7707942606703234,0.7186286326001353,0.5764110133592938,0.7754257672978215,0.7564511922106688,0.04100207705050707,0.06784165604040027,0.21387365204282105
wiki-1k_train,643,augustine of hippo,2,bge,0.32208746690866324,0.31536428000025474,0.7028361580329575,0.28658043405243383,0.28658043405243383,0.7398275347715343,0.0007521591614931822,0.031597217079252005,0.22939313109964132
wiki-1k_train,113075,canton of geneva,2,bge,0.7771903413240703,0.7686341459009632,0.8074827189321181,0.7660518084355032,0.7660518084355032,0.8499818094022296,0.0019889259710907936,0.032438647001981735,0.17793960706330836
